Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,OnTimeDelivery
F,Road,6,1,66,8,low,M,50,6348,1
F,Flight,3,5,51,6,low,F,27,4903,0
F,Flight,3,2,82,4,high,M,24,7090,1
C,Ship,4,3,142,6,medium,F,51,1090,1
F,Ship,7,4,173,4,low,M,25,3903,0
A,Road,4,3,183,4,medium,M,18,5057,0
D,Ship,2,2,220,2,low,F,48,7817,0
A,Flight,2,2,149,5,low,F,25,2251,1
A,Ship,5,1,137,10,medium,F,44,7103,1
F,Ship,7,3,60,7,medium,F,6,3811,0
D,Ship,6,1,54,7,low,F,9,4559,1
D,Road,4,3,79,7,high,M,6,6590,0
D,Ship,2,5,187,6,low,M,21,7881,0
C,Flight,6,5,278,3,medium,M,52,4453,0
F,Flight,3,3,140,6,low,M,28,4948,1
D,Flight,6,1,140,4,low,F,10,7597,1
C,Flight,4,5,201,3,medium,F,62,7617,1
B,Ship,7,2,236,5,medium,F,60,1472,1
B,Road,5,4,171,10,low,F,55,6284,0
C,Flight,4,1,167,8,low,F,56,5595,0
C,Flight,7,3,295,10,low,M,5,3267,0
F,Road,2,4,244,4,high,F,36,3537,1
F,Road,2,4,110,3,medium,M,12,4852,1
B,Flight,6,2,151,10,medium,M,46,1039,0
D,Flight,4,1,75,7,medium,F,63,1234,1
B,Road,2,4,158,5,high,F,43,5207,0
D,Flight,3,1,161,5,low,M,47,864,0
D,Flight,3,2,88,7,low,M,17,5733,1
F,Ship,5,3,259,8,low,M,44,4533,1
A,Road,6,4,52,6,low,F,31,810,0
A,Ship,2,4,87,9,low,F,23,3165,1
C,Ship,5,4,91,2,medium,F,49,4952,0
F,Road,3,1,97,2,high,M,58,6238,0
D,Ship,5,4,266,5,low,M,2,4725,1
A,Flight,5,1,62,9,medium,M,13,7572,0
D,Ship,2,5,138,9,medium,F,15,7972,1
A,Road,2,5,137,7,medium,M,61,5271,0
A,Flight,2,1,105,6,low,F,58,3217,0
A,Flight,6,5,282,3,medium,F,20,743,0
F,Flight,5,2,236,6,low,F,39,3029,0
B,Flight,5,2,112,6,medium,F,60,5765,0
D,Ship,6,5,129,3,low,F,50,3479,1
F,Ship,3,3,92,9,low,M,9,3595,0
F,Flight,4,1,282,6,medium,F,40,5225,1
F,Road,3,5,283,6,low,F,11,2676,0
F,Flight,6,1,124,2,low,M,63,6817,1
F,Ship,5,5,106,2,medium,M,38,3083,0
C,Flight,5,2,198,2,high,M,63,4872,0
D,Ship,2,3,272,9,low,F,0,3264,0
F,Flight,2,1,231,3,medium,F,13,6195,0
D,Road,5,3,256,9,medium,F,44,6397,0
C,Flight,5,2,230,7,low,M,20,6272,0
C,Road,7,4,222,6,low,F,44,6014,1
D,Road,2,4,290,7,medium,M,61,601,1
A,Flight,2,1,213,5,high,M,44,2154,1
B,Road,3,2,112,4,medium,F,53,3757,1
A,Road,5,1,175,5,low,M,1,5881,0
A,Ship,5,1,284,10,medium,M,12,3494,1
A,Ship,6,1,174,9,low,F,28,1277,0
F,Road,3,3,50,9,low,F,27,5555,0
C,Flight,4,5,141,2,low,F,7,2533,0
A,Road,4,2,274,6,low,F,34,4928,1
C,Flight,4,3,244,7,low,F,23,867,1
D,Ship,7,5,168,10,low,F,6,6550,0
B,Flight,2,1,256,7,low,F,27,3529,1
D,Road,4,4,210,2,medium,M,62,7940,1
D,Road,6,3,81,2,high,M,5,5110,0
F,Road,2,2,264,8,low,M,10,1263,1
B,Road,2,2,235,4,medium,F,37,2291,1
D,Road,4,5,175,8,low,F,65,7825,1
D,Flight,2,3,75,6,high,M,62,7125,1
B,Road,3,1,110,2,low,F,31,4366,1
B,Ship,3,5,161,9,medium,M,25,7840,1
D,Road,4,2,194,10,high,F,31,1399,1
B,Flight,6,3,250,7,medium,F,34,1940,0
D,Road,2,4,118,3,high,F,1,4510,0
D,Road,5,1,78,10,low,F,2,3474,1
F,Flight,4,2,112,3,low,F,32,6270,0
A,Road,7,3,183,7,low,M,6,7143,0
D,Flight,2,4,288,5,high,M,47,5144,1
C,Road,4,2,154,7,low,M,22,4418,1
A,Ship,4,4,236,5,low,M,8,7495,1
A,Road,6,2,276,4,medium,M,47,6576,0
A,Flight,5,5,164,9,medium,M,34,2392,1
F,Ship,2,5,70,6,low,F,61,7652,1
D,Flight,4,5,222,2,low,F,23,5365,1
F,Road,4,3,222,9,medium,F,2,7385,0
D,Ship,2,5,136,4,low,F,5,4261,1
F,Flight,4,3,84,5,low,M,35,3598,0
F,Ship,4,1,101,10,high,F,52,7333,1
C,Ship,4,5,95,4,medium,F,3,1729,0
F,Flight,3,3,243,6,low,F,9,3339,0
B,Ship,3,2,106,9,medium,M,48,4182,1
C,Flight,5,3,91,7,medium,M,42,6415,1
F,Ship,6,3,250,4,medium,F,12,3371,0
A,Ship,2,2,126,9,low,M,42,1813,1
B,Ship,6,3,284,6,low,M,47,3140,1
B,Road,6,2,147,7,low,M,29,3220,1
B,Road,3,4,65,4,low,F,42,7178,1
C,Flight,5,5,182,9,low,M,30,7803,1
F,Ship,6,1,50,5,medium,F,50,5362,1
F,Flight,6,3,281,10,low,M,37,4500,1
A,Road,4,2,199,6,medium,M,18,7475,0
A,Road,2,5,97,2,medium,M,22,4207,1
B,Road,5,3,287,10,high,F,49,3846,0
A,Road,2,5,171,9,low,M,45,895,1
C,Flight,3,4,75,6,medium,F,40,2551,1
F,Ship,6,3,83,4,high,F,16,1746,1
B,Flight,6,2,163,10,medium,M,51,7090,0
A,Ship,7,4,107,8,high,F,12,1695,1
C,Road,2,3,262,9,medium,F,23,1899,1
C,Ship,3,5,184,4,low,F,29,7786,0
A,Road,7,4,74,7,low,F,43,4744,0
F,Flight,7,2,234,5,high,M,14,4095,1
A,Ship,4,3,189,4,medium,F,3,3770,0
B,Flight,7,5,208,5,low,M,51,7301,0
A,Road,7,5,288,3,low,F,45,7962,1
C,Flight,4,4,76,6,low,F,58,3390,1
A,Road,6,3,135,9,high,M,45,1044,1
F,Road,6,5,211,6,low,F,31,4553,0
D,Road,5,4,167,3,low,M,20,3003,0
A,Flight,7,1,130,8,high,F,28,922,0
F,Flight,2,5,124,9,low,M,29,5778,0
F,Ship,6,4,142,5,medium,M,6,6888,0
C,Ship,3,1,83,4,low,F,41,7438,0
F,Flight,2,4,164,9,low,F,49,5990,0
F,Flight,5,5,214,3,medium,M,16,5327,0
F,Flight,7,1,235,8,low,F,17,5066,0
F,Flight,4,4,162,9,low,M,4,1180,1
B,Road,5,3,161,6,low,F,60,3342,1
B,Road,2,1,109,8,medium,F,38,4349,0
C,Road,4,4,75,10,medium,F,40,6026,0
A,Flight,3,3,286,9,medium,M,25,6420,0
F,Road,4,1,175,6,low,M,38,6029,1
A,Road,4,4,222,5,high,F,43,3776,1
A,Ship,3,5,94,4,low,F,63,1170,0
C,Ship,6,1,81,7,medium,F,38,2702,1
F,Road,6,1,278,5,low,M,55,6912,0
F,Road,4,3,246,5,low,M,12,6307,1
D,Road,4,4,261,8,low,M,3,1962,0
A,Flight,5,5,292,6,low,M,27,3117,0
A,Ship,6,3,120,2,low,M,2,3312,0
B,Ship,3,1,284,6,low,M,26,1826,1
D,Ship,7,3,72,7,high,F,60,597,1
B,Road,7,3,242,2,medium,M,5,3618,1
B,Flight,4,3,216,4,medium,M,47,2490,1
B,Ship,4,1,244,7,medium,M,55,7455,0
C,Ship,7,2,222,8,low,F,28,5823,1
C,Flight,5,3,244,8,medium,F,30,3161,1
B,Road,5,2,112,8,medium,F,64,6649,1
D,Road,5,5,119,10,medium,F,8,845,1
A,Ship,2,5,272,3,low,F,62,7106,0
D,Ship,3,5,103,4,low,F,26,5884,1
F,Flight,2,4,76,8,low,F,17,3648,1
C,Ship,4,1,142,7,low,F,15,5142,1
A,Flight,5,2,128,2,low,M,3,6242,0
A,Ship,5,4,85,8,medium,F,37,2453,0
F,Ship,7,2,182,3,low,M,19,5298,0
F,Ship,7,1,244,5,medium,F,40,3285,0
B,Road,5,3,228,8,low,M,57,986,0
C,Flight,6,4,266,5,medium,M,27,5134,1
C,Flight,7,1,81,7,low,M,43,6433,1
D,Road,3,4,198,10,low,M,64,4512,1
B,Road,2,5,289,6,low,F,8,1407,1
B,Road,3,4,66,4,low,F,32,3354,0
B,Flight,7,3,250,7,low,M,64,7541,0
B,Ship,5,3,203,5,high,M,8,5538,1
C,Road,4,2,71,10,low,F,61,1623,1
C,Road,6,4,90,3,low,M,1,5491,0
B,Road,7,5,287,6,low,M,28,1832,0
D,Ship,3,3,108,10,low,F,47,581,0
A,Ship,4,2,264,8,medium,F,50,6123,0
A,Road,7,5,124,6,high,F,31,3577,1
D,Ship,5,5,171,9,medium,M,23,4305,0
B,Road,5,5,59,3,high,M,57,7112,1
C,Ship,5,1,136,5,low,M,19,1451,1
A,Flight,5,3,54,7,low,F,42,7177,0
F,Flight,7,1,104,8,high,F,4,620,0
F,Ship,6,1,75,9,medium,M,18,3198,1
D,Flight,6,3,53,5,medium,F,26,2138,0
B,Flight,3,4,156,10,low,F,40,7195,1
A,Flight,7,2,76,8,low,F,33,4346,1
B,Road,5,3,279,3,low,M,20,7186,1
A,Ship,6,2,275,10,high,M,41,6187,1
D,Ship,7,4,175,8,high,F,20,1849,1
D,Ship,4,3,235,6,high,M,46,6733,0
F,Flight,6,5,52,4,low,F,27,3991,0
B,Road,6,3,99,10,low,F,62,5527,0
F,Ship,3,4,273,8,low,M,63,4982,0
B,Flight,6,1,174,4,medium,F,54,3568,0
F,Road,4,3,75,6,low,M,11,3756,1
C,Road,5,5,195,4,low,M,1,3167,1
C,Ship,2,3,184,4,low,M,58,5522,0
C,Ship,3,1,166,8,medium,M,29,6067,0
C,Flight,4,3,94,10,medium,M,11,7144,1
A,Ship,3,5,190,6,high,M,38,4753,1
C,Flight,7,4,55,5,low,F,17,6558,1
D,Road,5,5,212,5,low,M,23,5598,0
D,Road,6,4,272,4,low,M,11,923,1
A,Road,7,5,283,9,low,M,5,1233,0
C,Road,6,2,102,2,medium,F,7,4284,0
C,Ship,4,3,278,4,medium,F,56,3449,0
C,Ship,5,3,284,3,high,F,48,1164,1
F,Flight,2,1,245,8,low,F,14,3921,0
B,Flight,2,2,219,7,low,F,6,5645,1
F,Flight,6,1,53,2,medium,F,57,2870,0
B,Flight,7,3,109,4,medium,F,52,4489,1
C,Flight,5,1,222,5,medium,M,24,7581,0
C,Road,5,4,121,8,medium,F,60,672,0
F,Road,4,2,279,4,medium,F,11,1212,0
F,Road,7,5,124,5,low,M,24,3941,0
B,Flight,2,4,115,8,medium,M,18,7894,1
D,Road,4,5,259,5,low,M,41,3322,0
B,Road,3,1,259,10,medium,F,11,6243,0
F,Road,5,3,71,7,medium,M,59,5564,1
F,Road,2,4,189,3,low,F,35,7758,0
A,Ship,4,2,258,2,medium,M,23,4623,0
F,Flight,6,5,100,9,medium,M,32,5616,0
A,Flight,3,4,194,4,medium,F,35,2784,1
D,Ship,4,3,213,8,low,M,3,7636,0
B,Road,6,2,142,5,high,M,49,6962,1
B,Road,2,2,98,4,low,F,55,1131,1
A,Road,2,5,65,10,medium,M,7,4718,0
B,Flight,3,4,282,7,medium,M,60,6889,0
F,Flight,6,4,252,7,low,M,7,6192,1
C,Flight,5,2,93,7,low,M,6,7537,0
A,Flight,2,1,156,4,medium,F,24,5753,1
B,Flight,7,2,286,7,high,M,47,4036,1
A,Ship,5,3,199,5,medium,F,34,4915,1
A,Flight,5,4,143,3,medium,F,17,4042,0
C,Road,4,5,57,4,medium,F,10,4294,0
F,Flight,4,4,159,5,medium,M,28,5223,1
A,Ship,2,2,67,2,low,M,15,1810,0
B,Road,5,3,287,8,low,M,5,1273,0
D,Ship,4,1,129,6,medium,F,14,2008,0
A,Road,6,4,288,10,low,M,28,1458,1
A,Flight,6,2,167,7,medium,F,63,3221,1
C,Ship,6,2,261,9,high,F,65,651,0
F,Road,6,2,280,10,low,M,12,4525,0
D,Flight,5,3,121,7,medium,F,56,6333,0
B,Road,6,2,143,8,low,M,50,1901,0
D,Ship,5,2,87,7,high,M,27,2862,0
B,Ship,2,2,206,7,low,M,22,3902,0
F,Ship,2,4,254,3,low,M,0,2315,1
B,Ship,6,2,130,6,medium,M,34,1829,1
C,Flight,6,3,281,7,medium,M,35,7661,0
C,Road,6,4,156,6,high,M,13,1777,1
C,Flight,2,2,258,5,low,F,55,4419,1
C,Ship,4,1,250,7,low,F,61,1610,1
D,Road,2,3,179,7,low,F,11,1814,1
F,Ship,6,1,236,9,low,F,13,7020,1
B,Flight,4,3,91,9,medium,F,61,6430,0
B,Flight,4,1,167,2,high,F,21,6934,0
C,Flight,3,2,265,3,medium,M,28,3243,0
C,Road,5,1,70,2,medium,M,58,5962,1
A,Road,6,1,287,8,low,M,14,1264,1
F,Ship,5,3,179,9,low,F,20,5386,0
D,Road,3,2,54,4,low,M,11,2961,1
B,Road,5,3,66,4,high,M,60,2392,0
A,Flight,6,2,73,8,medium,F,46,1437,1
A,Ship,3,5,185,9,low,F,25,6535,0
B,Flight,5,4,207,7,medium,M,35,3198,1
D,Ship,2,4,227,9,medium,M,54,5963,1
A,Ship,4,3,199,3,medium,F,18,1196,1
A,Road,3,2,108,8,high,M,33,1477,0
F,Flight,2,1,201,6,medium,M,62,5006,1
D,Road,6,4,75,7,low,F,49,6056,1
A,Road,4,3,110,8,low,F,16,2810,1
D,Road,3,3,185,10,low,F,38,3747,1
B,Ship,4,3,61,8,low,F,30,1096,0
C,Flight,7,2,63,2,low,F,21,5867,0
A,Flight,7,3,79,6,low,F,57,2114,1
F,Road,3,5,232,5,low,M,24,2619,1
B,Ship,3,1,148,9,low,M,18,4815,0
D,Flight,5,3,238,8,low,M,53,5960,1
B,Flight,4,2,111,5,medium,M,1,3151,0
A,Road,7,1,80,4,low,F,21,2517,1
D,Ship,7,1,269,7,high,M,37,7522,0
C,Road,4,4,287,9,low,F,6,962,0
B,Flight,7,3,76,4,low,F,65,3679,1
A,Ship,2,3,277,6,medium,F,32,7902,1
F,Road,7,2,50,2,low,M,6,6808,1
D,Flight,7,5,90,9,high,M,58,1128,0
B,Road,6,5,191,8,low,F,10,1742,1
B,Road,2,4,299,9,low,F,11,6556,0
C,Road,5,5,123,3,low,M,17,3213,0
C,Ship,3,2,227,8,low,M,0,7231,1
F,Flight,7,4,91,5,medium,F,60,5810,1
F,Flight,5,3,248,3,low,M,0,5461,0
A,Flight,5,5,89,10,low,F,26,7762,0
A,Flight,2,2,63,6,low,F,64,4978,0
F,Ship,3,2,149,8,medium,F,63,3574,0
F,Road,6,3,140,5,low,M,48,6733,1
D,Flight,5,2,188,5,low,M,34,5932,0
C,Ship,6,4,240,4,low,F,56,6185,0
A,Road,3,4,155,2,low,M,40,2745,1
C,Ship,3,1,98,3,medium,F,22,7725,1
C,Ship,2,3,214,10,high,M,34,6279,1
F,Flight,4,2,155,2,high,F,47,3750,0
D,Flight,7,5,187,6,high,F,41,4251,0
B,Road,2,4,231,3,medium,M,5,3460,1
D,Road,6,3,56,5,low,F,34,6812,0
D,Flight,2,3,130,8,low,F,16,3124,0
C,Ship,3,4,293,6,low,F,46,4864,1
D,Flight,5,1,189,2,high,M,29,965,1
A,Road,7,3,278,4,low,F,8,999,1
C,Ship,7,2,150,10,medium,M,22,5299,0
A,Ship,4,5,104,2,medium,F,44,7496,0
B,Ship,3,5,213,5,low,F,64,2471,1
C,Flight,7,4,299,6,low,M,11,1023,1
B,Flight,7,3,56,4,low,M,45,6451,1
C,Road,5,5,201,4,low,F,32,1183,0
F,Ship,6,3,83,2,low,F,21,7423,1
D,Ship,6,4,175,7,low,F,9,3853,0
F,Flight,6,1,242,5,low,F,13,4381,0
B,Road,2,5,78,9,low,M,10,2651,0
D,Road,6,2,75,7,low,M,18,1167,0
C,Ship,6,4,123,4,medium,M,50,7372,0
D,Flight,2,1,242,8,medium,F,27,968,1
A,Ship,5,2,94,4,medium,F,26,5411,1
D,Flight,3,2,66,10,low,F,10,4005,1
A,Road,7,5,282,9,medium,F,21,4836,0
D,Ship,4,3,213,4,low,M,24,1790,1
A,Ship,7,4,250,3,low,F,18,1468,1
B,Ship,6,2,280,4,high,M,63,4072,1
F,Road,6,5,112,5,low,F,38,2646,1
C,Ship,7,1,200,4,medium,M,6,7140,0
D,Road,7,2,142,10,high,M,5,7824,0
F,Flight,6,1,115,3,medium,F,8,539,1
C,Road,2,4,259,9,low,F,17,4484,1
C,Flight,2,5,141,8,medium,F,30,7448,1
A,Road,2,1,166,2,low,M,61,1188,0
B,Road,4,3,288,7,high,M,60,2619,0
B,Ship,3,1,91,7,medium,M,45,7007,0
F,Road,6,1,290,10,medium,F,8,4408,0
B,Ship,5,5,120,9,medium,F,21,5514,0
D,Flight,7,5,124,8,low,F,52,3625,1
B,Flight,7,2,120,8,medium,M,20,6626,0
F,Ship,6,1,92,6,low,M,34,732,1
B,Flight,6,1,265,3,low,M,28,2850,1
D,Road,6,5,104,6,medium,M,52,5698,1
A,Ship,7,3,105,2,low,F,61,4291,0
F,Ship,6,5,128,7,medium,F,57,7150,0
A,Ship,7,3,208,3,low,F,60,3603,1
A,Flight,3,5,292,2,medium,F,34,5931,0
A,Flight,5,4,132,2,medium,M,39,3803,1
C,Road,2,1,233,2,medium,M,58,4774,0
C,Road,5,3,170,5,medium,M,0,5472,0
A,Ship,6,4,251,6,high,M,43,5793,0
F,Road,5,3,225,6,low,M,57,5654,1
D,Flight,6,2,229,2,medium,M,53,7640,0
D,Road,5,2,121,7,high,F,8,5707,1
B,Flight,4,1,50,4,low,F,24,4198,1
F,Road,5,4,179,5,low,M,37,4374,1
C,Flight,2,4,142,6,medium,M,24,3011,1
A,Flight,2,2,91,5,low,F,6,4187,1
B,Road,5,1,123,5,low,M,45,3249,1
D,Road,7,2,283,2,low,M,34,4759,1
C,Flight,7,4,58,3,low,F,60,5695,1
C,Ship,7,3,163,3,medium,M,0,6831,1
A,Road,5,4,80,3,high,F,19,6723,1
D,Flight,7,1,145,2,medium,F,57,4900,0
F,Road,3,4,51,9,low,M,64,2872,0
C,Road,5,5,73,2,medium,F,36,610,0
A,Road,2,4,278,9,medium,F,23,4536,1
F,Road,7,5,294,2,medium,M,4,3235,0
D,Road,4,2,220,4,high,M,10,6041,1
C,Ship,7,5,247,10,high,F,34,1395,0
F,Ship,2,4,249,9,low,F,28,3754,0
F,Ship,3,4,281,3,medium,F,22,7251,1
F,Flight,5,4,266,5,low,F,23,6642,1
C,Ship,7,1,283,9,medium,M,64,1371,0
C,Ship,4,2,92,10,low,F,43,3838,1
B,Flight,2,5,100,8,medium,F,25,5438,1
D,Ship,4,3,266,2,low,F,55,990,1
A,Road,6,5,223,9,low,M,19,5284,1
F,Ship,2,4,124,2,low,M,65,3535,0
B,Ship,6,3,148,10,high,F,32,1535,1
A,Ship,4,3,50,9,low,F,46,4257,1
B,Road,5,5,173,5,low,M,44,4114,1
C,Road,5,5,166,5,medium,F,44,2843,1
F,Road,5,5,136,5,medium,M,11,3153,1
A,Road,6,5,244,7,medium,M,55,1863,0
A,Flight,5,2,282,3,low,F,21,3854,1
A,Road,3,1,178,5,low,F,37,4748,0
A,Road,2,1,167,5,low,F,42,6053,0
A,Road,2,5,112,9,low,F,5,853,0
B,Road,4,1,285,3,medium,F,10,2582,0
F,Flight,7,5,125,9,high,M,16,7582,1
C,Ship,6,5,279,3,medium,F,12,4073,1
C,Ship,2,5,239,10,low,M,47,679,1
C,Road,6,2,238,10,low,F,37,7544,0
C,Road,4,4,217,7,low,F,37,6682,0
B,Road,5,1,144,6,low,F,48,2226,0
D,Ship,7,1,206,8,medium,M,64,4411,0
F,Ship,4,2,84,9,medium,M,49,5254,1
A,Road,3,2,141,9,low,M,12,6238,0
D,Ship,5,5,134,4,low,F,2,4229,1
C,Flight,5,5,188,4,medium,M,27,6761,0
D,Road,5,4,267,6,low,M,45,1219,0
F,Road,4,1,188,6,high,M,45,1478,0
A,Flight,3,2,240,3,medium,F,8,3650,0
A,Flight,7,4,246,6,low,M,61,1346,0
F,Ship,6,1,105,2,low,M,44,7535,0
F,Flight,4,4,56,8,low,F,32,3856,1
C,Road,2,4,100,8,low,M,3,1796,0
A,Ship,2,5,272,2,high,F,12,6146,1
D,Flight,4,4,88,4,low,M,51,667,0
B,Ship,6,5,91,9,high,M,37,574,0
B,Ship,2,1,121,10,medium,F,64,7926,0
F,Ship,6,1,102,4,low,M,45,4249,0
C,Ship,5,5,140,7,high,F,0,3452,1
B,Flight,4,3,198,7,low,M,31,3946,0
A,Road,5,4,79,7,low,F,48,4551,0
F,Road,2,1,255,6,high,M,18,6256,0
D,Flight,6,4,172,7,medium,M,51,7401,0
F,Road,5,3,178,7,low,F,38,3235,0
D,Ship,2,4,286,7,low,F,61,7629,1
F,Ship,3,3,73,9,medium,M,40,4652,0
F,Ship,5,2,174,7,medium,F,19,7871,1
F,Flight,3,3,183,4,high,M,21,7332,1
D,Ship,3,1,55,8,medium,F,30,6354,0
D,Ship,7,5,176,7,high,F,55,6005,0
F,Flight,2,5,166,10,high,F,18,1940,0
B,Ship,4,4,246,5,medium,F,65,3331,1
C,Ship,6,2,239,2,medium,M,65,5368,0
C,Road,2,4,84,7,low,F,37,4008,0
C,Flight,7,3,177,10,low,M,38,7662,0
D,Ship,7,5,285,9,medium,M,27,1586,1
D,Ship,5,3,128,3,medium,M,10,4324,1
B,Ship,6,5,84,4,low,M,20,1579,0
C,Ship,7,5,97,9,medium,M,28,7387,0
C,Road,4,5,163,10,low,M,41,7059,0
F,Road,2,1,154,9,medium,M,11,5506,1
D,Road,4,3,121,2,medium,F,1,1200,0
C,Road,5,4,92,4,low,M,39,4863,0
B,Flight,2,2,84,9,medium,M,62,1412,0
B,Ship,5,4,182,2,low,M,32,5453,0
C,Road,6,3,80,8,medium,M,45,4767,0
D,Ship,6,2,155,5,low,M,9,4495,1
B,Flight,4,4,208,8,medium,F,10,1226,1
F,Ship,4,2,150,5,medium,F,15,2823,1
B,Ship,6,3,57,9,low,M,7,4932,0
A,Road,3,5,55,7,medium,F,46,2983,0
A,Road,6,3,136,9,medium,M,45,6111,1
D,Flight,2,1,230,2,low,F,3,7035,0
C,Ship,5,2,129,10,medium,M,43,5870,0
D,Road,6,3,93,10,high,M,16,3571,1
D,Road,6,5,226,7,medium,F,4,5733,0
D,Road,7,5,185,10,high,M,52,5058,1
D,Flight,5,3,113,7,medium,F,4,4572,0
F,Ship,7,4,181,7,low,F,34,714,0
F,Road,5,3,81,5,low,F,22,4200,1
B,Ship,2,5,102,4,low,M,21,3009,1
A,Flight,5,3,162,4,low,M,58,859,1
D,Ship,4,1,244,3,low,M,65,5473,1
B,Road,6,4,112,5,low,M,35,4878,0
A,Ship,5,3,163,10,low,F,27,6110,1
C,Ship,2,5,257,8,low,F,22,6848,0
F,Flight,5,3,237,4,medium,F,12,794,1
A,Flight,6,3,275,9,low,F,29,4958,0
C,Ship,3,2,126,10,low,F,55,5837,1
A,Ship,5,3,210,2,low,F,59,1330,1
F,Ship,4,1,71,2,high,M,20,991,1
F,Flight,6,5,176,10,medium,M,41,4670,1
B,Flight,2,2,80,10,medium,F,47,4377,0
D,Ship,6,3,73,8,low,M,21,7740,0
A,Flight,7,4,52,4,low,F,49,862,1
A,Road,3,1,82,5,high,F,62,4308,0
C,Flight,2,1,271,8,medium,M,47,3238,0
F,Flight,3,1,203,10,medium,M,65,579,0
A,Flight,3,2,275,9,low,M,54,1764,0
F,Road,4,3,100,9,low,M,35,2759,1
A,Road,5,1,263,2,low,M,28,4986,0
B,Road,4,3,79,7,medium,M,46,7828,1
D,Ship,4,4,212,7,high,M,49,3648,0
A,Ship,7,3,74,6,high,M,8,6050,1
F,Road,4,3,77,2,medium,M,61,3606,0
B,Ship,2,3,146,4,medium,M,4,2103,0
A,Ship,5,5,136,5,low,F,6,7730,1
C,Ship,5,2,75,8,low,M,43,5713,0
D,Road,2,3,169,6,medium,M,36,6262,0
A,Flight,4,1,250,3,medium,F,2,3356,1
B,Road,4,5,185,4,medium,M,14,3150,0
C,Road,3,3,150,2,low,M,2,2451,0
B,Ship,3,5,146,7,medium,F,13,7321,0
B,Ship,7,2,64,9,medium,M,3,7929,0
C,Flight,6,5,98,5,medium,F,34,7020,1
B,Flight,3,1,160,3,high,F,7,2481,1
C,Flight,5,3,57,5,medium,F,34,4091,0
A,Flight,2,1,232,5,low,F,35,1833,1
C,Road,4,4,134,6,medium,M,43,3147,1
C,Flight,6,5,177,4,medium,M,63,1474,0
D,Road,3,5,235,10,medium,M,19,1166,0
C,Ship,6,5,180,8,high,M,56,7647,0
C,Flight,2,2,186,10,low,F,54,3328,0
A,Ship,2,1,293,8,low,F,13,3192,0
D,Ship,6,4,63,5,medium,F,0,3545,1
F,Road,6,2,279,6,low,M,56,826,0
A,Flight,7,2,140,8,low,F,13,6189,0
A,Road,6,3,197,7,high,F,50,7823,0
F,Ship,4,4,298,10,low,F,57,7192,1
C,Flight,5,5,53,4,low,F,8,7376,1
B,Ship,3,5,201,9,low,M,47,5853,1
D,Ship,3,3,268,5,low,M,26,3992,0
B,Flight,3,5,125,10,low,M,27,5230,1
F,Flight,6,1,77,2,medium,F,55,6778,0
A,Flight,6,5,148,6,low,F,33,1953,0
A,Road,7,1,265,5,medium,M,1,5197,1
D,Road,6,3,208,6,low,F,23,1250,1
A,Ship,7,3,116,7,low,F,48,2733,0
A,Flight,7,1,271,2,medium,M,39,4166,1
D,Ship,4,5,241,9,low,M,7,4669,1
D,Ship,4,3,268,4,medium,M,29,1195,0
F,Ship,4,3,166,8,high,M,51,5469,0
A,Ship,4,1,66,8,low,M,38,4193,0
A,Ship,2,3,183,10,high,F,12,1751,1
F,Flight,4,5,288,8,low,M,1,7777,0
C,Road,4,3,156,9,low,M,65,1785,1
C,Flight,4,1,259,5,medium,M,65,3522,0
C,Flight,7,5,237,5,low,M,14,3659,1
F,Flight,3,4,276,9,low,F,58,4369,0
A,Road,3,1,268,5,low,F,17,1532,0
F,Road,3,4,130,5,medium,M,29,4660,0
F,Road,5,3,60,4,medium,F,4,5413,0
C,Flight,2,5,215,4,low,F,39,7394,0
B,Road,7,3,150,5,low,M,20,7042,0
A,Ship,6,5,283,3,medium,F,63,1325,0
C,Road,7,2,211,4,low,M,7,2169,1
B,Flight,4,3,224,3,low,F,5,5314,0
B,Flight,3,3,209,7,medium,M,57,1518,1
D,Ship,7,3,156,4,low,F,51,3898,0
A,Road,2,1,169,3,low,M,29,6945,0
B,Road,4,5,234,10,high,F,56,846,1
C,Ship,5,5,223,9,low,F,26,1405,0
D,Flight,6,5,287,6,medium,F,43,4179,1
A,Flight,4,1,212,10,high,M,10,6600,1
F,Road,6,5,269,6,low,F,42,6303,0
C,Road,7,3,295,6,medium,F,34,7192,1
B,Road,4,4,199,5,high,M,10,6953,1
B,Road,5,2,193,4,medium,F,53,7769,0
C,Road,7,5,287,10,medium,F,49,1239,1
B,Flight,2,1,155,5,low,M,60,2497,1
D,Flight,6,1,167,8,medium,F,4,6877,1
A,Flight,6,5,281,6,low,M,25,1818,0
D,Flight,2,4,125,8,medium,M,32,3887,0
B,Ship,6,5,54,9,medium,M,22,7196,0
F,Flight,7,1,267,9,low,M,57,4131,1
A,Ship,3,2,75,7,low,M,8,2805,0
A,Flight,2,4,126,6,low,M,15,1163,0
C,Road,5,5,201,3,medium,F,43,1533,0
C,Road,4,2,285,9,low,M,27,7069,0
F,Road,4,5,116,6,medium,M,22,6009,0
A,Ship,2,4,81,9,low,M,11,6774,0
F,Flight,3,1,200,7,low,F,41,4785,1
C,Flight,7,4,226,9,medium,M,8,917,1
C,Ship,5,3,293,2,high,F,57,2509,0
